name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Other Sales
FIFA 19,2018-09-28,3,4,644,80,2024-06-21 04:02:29,650,Everyone,'Simulation',Sports,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PlayStation 3,Xbox 360,Nintendo Switch,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Online PvP,Football,Soccer,reality-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,558961,21872,Electronic Arts,EA Sports,100000
FIFA 19,2018-09-28,3,4,644,80,2024-06-21 04:02:29,650,Everyone,'Simulation',Sports,0,0,0,0,0,0,0,0,0,3,PlayStation 4,PlayStation 3,Xbox 360,Nintendo Switch,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Online PvP,Football,Soccer,reality-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,558961,21872,Electronic Arts,EA Sports,60000
NBA 2K16,2015-09-25,2,4,313,86,2024-01-10 15:36:34,314,Everyone 10+,'Sports',0,0,0,0,0,0,0,0,0,0,2,Xbox 360,PlayStation 3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Co-op,cooperative,Online Co-Op,Free to Play,Split Screen,Controller,Realistic,Basketball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,553458,102947,2K Sports,Visual Concepts,50000
NBA 2K16,2015-09-25,2,4,313,86,2024-01-10 15:36:34,314,Everyone 10+,'Sports',0,0,0,0,0,0,0,0,0,0,2,Xbox 360,PlayStation 3,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Co-op,cooperative,Online Co-Op,Free to Play,Split Screen,Controller,Realistic,Basketball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,553458,102947,2K Sports,Visual Concepts,50000
Friday the 13th: The Game,2017-05-25,3,3,319,61,2024-07-10 17:23:06,321,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,Open World,cooperative,Third Person,Horror,Funny,Gore,Difficult,Steam Leaderboards,Survival,Violent,Free to Play,Stealth,stats,Dark,Cross-Platform Multiplayer,Nudity,Survival Horror,Mature,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,552989,110908,Gun Media,IllFonic,30000
Shantae and the Pirate's Curse,2014-02-05,3,4,157,73,2024-05-31 07:35:17,159,Everyone 10+,'Action',Adventure,RPG,Indie,Platformer,0,0,0,0,0,0,5,Nintendo Switch,Xbox One,Nintendo 3DS,Wii U,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,RPG,2D,Funny,Female Protagonist,Pixel Graphics,Anime,Nudity,controller support,Cute,Side Scroller,Metroidvania,Pirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,555808,126236,WayForward Technologies,WayForward Technologies,40000
Sonic Forces,2017-11-07,2,3,317,58,2024-06-04 13:17:41,324,Everyone 10+,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,5,Xbox One,iOS,PC,Nintendo Switch,PlayStation 4,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Nintendo Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Full controller support,2D,speed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,682723,204649,Sega,Sonic Team,10000
Sonic Forces,2017-11-07,2,3,317,58,2024-06-04 13:17:41,324,Everyone 10+,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,5,Xbox One,iOS,PC,Nintendo Switch,PlayStation 4,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Nintendo Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Full controller support,2D,speed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,682723,204649,Sega,Sonic Team,10000
Homefront: The Revolution,2016-05-17,3,3,336,54,2024-08-27 17:08:31,338,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,3,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,steam-trading-cards,Co-op,Story Rich,Open World,cooperative,First-Person,FPS,Online Co-Op,Survival,Violent,Stealth,stats,War,Captions available,Crafting,Futuristic,Military,Dystopian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Deep Silver,Dambuster Studios,40000
Shenmue I & II,2018-08-21,3,4,107,74,2024-08-21 07:18:17,107,Teen,'Action',Adventure,RPG,Simulation,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,Partial Controller Support,Classic,Action-Adventure,Retro,Anime,Beat 'em up,JRPG,Cult Classic,Quick-Time Events,Martial Arts,lifestyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,547486,110908,Sega,Sega,50000
DiRT 4,2017-06-06,3,4,258,78,2024-05-24 07:35:18,259,Everyone 10+,'Sports',Racing,0,0,0,0,0,0,0,0,0,4,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,App Store,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Online multiplayer,Realistic,Valve Anti-Cheat enabled,Driving,Offroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,547486,186467,Deep Silver,Codemasters,20000
Devil May Cry HD Collection,2012-03-22,4,4,226,70,2024-07-01 17:43:39,230,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,Xbox 360,PlayStation 4,PC,PlayStation 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox 360 Store,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Third Person,Gore,Difficult,Classic,Violent,Anime,Hack and Slash,Beat 'em up,achievements,Stylized,Demons,Character Action Game,Spectacle fighter,collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,553458,112824,Capcom,Capcom,20000
The Crew 2,2018-06-29,3,3,304,66,2024-07-27 15:09:22,306,Teen,'Action',Racing,Massively Multiplayer,0,0,0,0,0,0,0,0,4,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Co-op,Open World,cooperative,Partial Controller Support,Online Co-Op,Online multiplayer,mmo,Driving,Flight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,547486,112253,Ubisoft,Ivory Tower,50000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,10000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,Traveller's Tales,10000
LEGO Marvel's Avengers,2016-01-26,3,4,217,67,2024-07-25 14:52:04,218,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,6,Nintendo 3DS,Xbox One,PlayStation 3,PlayStation 4,PS Vita,Xbox 360,PC,macOS,Wii U,iOS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox 360 Store,Xbox Store,App Store,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Horror,Funny,Comedy,Free to Play,Split Screen,Local Co-Op,Local Multiplayer,Family Friendly,Superhero,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,739656,197429,Warner Bros. Interactive Entertainment,TT Fusion,30000
LEGO Worlds,2017-03-07,3,3,218,66,2024-05-06 13:09:02,220,Everyone 10+,'Adventure',0,0,0,0,0,0,0,0,0,0,4,Nintendo Switch,PlayStation 4,Xbox One,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Third Person,Online Co-Op,Funny,Exploration,Sandbox,Survival,Comedy,Online multiplayer,Split Screen,Family Friendly,Building,Walking Simulator,puzzles,Destruction,LEGO,Voxel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,552989,119954,Warner Bros. Interactive Entertainment,Traveller's Tales,0
Gravity Rush 2,2017-01-20,3,4,273,80,2024-05-17 12:54:50,277,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,3D Platformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6825,7961,Sony Interactive Entertainment,SIE Japan Studio,130000
Resident Evil 4,2023-03-24,4,5,409,73,2024-08-21 13:42:08,429,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,iOS,PlayStation 5,Xbox Series S/X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Cloud,Story Rich,Third Person,Horror,Gore,Survival,Violent,Action-Adventure,Third-Person Shooter,Dark,Zombies,Survival Horror,Crafting,Realistic,Cinematic,3D,Resource Management,Un jugador,Logros de Steam,Compat. total con control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,621111,105882,Capcom,Capcom,10000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,20000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,TT Fusion,40000
BioShock: The Collection,2016-09-13,4,5,212,83,2024-05-19 13:51:05,216,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,First-Person,online,collection,interactive,bundle,infinite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,121299,2K Games,"Blind Squirrel Digital, Inc",30000
Valkyria Chronicles 4,2018-03-21,3,4,98,83,2024-08-18 12:18:10,98,Teen,'Action',RPG,Strategy,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,RPG,Story Rich,Third Person,Tactical,Anime,role-playing,War,Turn-Based,JRPG,Strategy RPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Sega,Sega,20000
Gravity Rush Remastered,2016-02-02,4,4,316,80,2024-05-26 07:03:09,319,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment,Bluepoint Games,50000
République,2013-12-19,3,4,63,72,2024-08-16 13:56:36,63,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,macOS,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,Atmospheric,Sci-fi,Steam Leaderboards,Female Protagonist,Stealth,Point & Click,Captions available,Cyberpunk,Dystopian,Commentary available,Kickstarter,Episodic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,639604,104364,GungHo Online Entertainment,Camouflaj,10000
LEGO Marvel Super Heroes 2,2017-11-14,3,4,180,74,2024-06-12 11:00:10,181,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Funny,Comedy,Split Screen,Superhero,Heist,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,657570,195513,Warner Bros. Interactive Entertainment,Traveller's Tales,0
LEGO Marvel Super Heroes 2,2017-11-14,3,4,180,74,2024-06-12 11:00:10,181,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Funny,Comedy,Split Screen,Superhero,Heist,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,657570,195513,Warner Bros. Interactive Entertainment,Traveller's Tales,10000
Danganronpa V3: Killing Harmony,2017-01-12,4,5,225,80,2024-08-21 07:18:50,227,Mature,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PC,Nintendo Switch,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Female Protagonist,Anime,Mystery,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,548798,106043,NIS America,Spike Chunsoft,70000
Danganronpa V3: Killing Harmony,2017-01-12,4,5,225,80,2024-08-21 07:18:50,227,Mature,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PC,Nintendo Switch,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Female Protagonist,Anime,Mystery,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,548798,106043,NIS America,Spike Chunsoft,130000
Zero Escape: Zero Time Dilemma,2016-06-28,4,4,179,78,2024-08-21 07:17:33,181,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PC,Xbox One,PlayStation 4,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Sci-fi,Horror,Gore,Anime,Point & Click,Mystery,Choices Matter,Mature,Multiple Endings,Visual Novel,puzzles,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,550626,115089,Aksys Games,Chime,30000
Zero Escape: Zero Time Dilemma,2016-06-28,4,4,179,78,2024-08-21 07:17:33,181,Mature,'Adventure',0,0,0,0,0,0,0,0,0,0,3,PS Vita,PC,Xbox One,PlayStation 4,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,Sci-fi,Horror,Gore,Anime,Point & Click,Mystery,Choices Matter,Mature,Multiple Endings,Visual Novel,puzzles,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,550626,115089,Aksys Games,Chime,40000
ReCore,2016-09-13,3,3,245,60,2024-07-01 23:05:37,245,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,exclusive,Captions available,w10 exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,540661,102947,Microsoft Studios,Armature Studio,10000
Sudden Strike 4,2017-08-10,3,4,48,77,2023-05-25 12:03:29,48,Mature,'Action',Strategy,0,0,0,0,0,0,0,0,0,4,PlayStation 4,macOS,PC,Linux,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Steam,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Steam Leaderboards,Online multiplayer,Steam Workshop,Cross-Platform Multiplayer,Includes level editor,War,Historical,Realistic,RTS,World War II,Real-Time,Tanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,801249,187884,Kalypso Media,Kite Games,10000
PlayStation VR Worlds,2016-10-10,3,4,189,73,2023-12-09 15:01:59,191,Mature,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6825,7961,Sony Interactive Entertainment,SIE London Studio,90000
Shining Resonance Refrain,2018-07-09,2,3,21,70,2023-05-13 23:39:25,21,Teen,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,0,0,0,0,0,RPG,Action RPG,Anime,role-playing,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,552989,119954,Sega,Media.Vision,40000
The Elder Scrolls V: Skyrim VR,2017-12-31,3,4,90,79,2024-07-19 13:40:56,92,Mature,'RPG',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Fantasy,Exploration,Stealth,Moddable,Character Customization,Memes,VR,Walking Simulator,Magic,Sexual Content,Dragons,SteamVR Collectibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,541848,106043,Bethesda Softworks,Bethesda Softworks,10000
