name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,NA Sales
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,1180000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,1020000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,1010000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,TT Fusion,850000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,Traveller's Tales,780000
LEGO Jurassic World,2015-06-11,3,4,199,72,2024-07-18 12:08:02,200,Everyone 10+,'Action',Adventure,Family,Puzzle,0,0,0,0,0,0,0,7,Nintendo 3DS,Wii U,Xbox 360,PlayStation 4,PS Vita,Xbox One,iOS,PC,macOS,Nintendo Switch,PlayStation 3,Android,0,0,0,0,0,0,0,0,0,0,Nintendo Store,PlayStation Store,Xbox Store,Steam,Xbox 360 Store,App Store,Google Play,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,Co-op,Open World,cooperative,Third Person,Funny,Comedy,Split Screen,Local Co-Op,Family Friendly,Historical,Building,Dinosaurs,LEGO,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,797542,214526,Warner Bros. Interactive Entertainment,TT Fusion,270000
Batman: The Enemy Within,2017-08-08,3,4,406,68,2024-08-26 15:48:16,414,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,PlayStation 4,Nintendo Switch,macOS,PC,iOS,Android,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Google Play,Xbox Store,Steam,GOG,Nintendo Store,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Gore,Violent,Dark,Point & Click,controller support,Choices Matter,Visual Novel,Detective,achievements,Episodic,Comic Book,Superhero,Quick-Time Events,Choose Your Own Adventure,Noir,Hidden Object,Batman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,787304,218892,Telltale Games,Telltale Games,70000
Batman: The Enemy Within,2017-08-08,3,4,406,68,2024-08-26 15:48:16,414,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,PlayStation 4,Nintendo Switch,macOS,PC,iOS,Android,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Google Play,Xbox Store,Steam,GOG,Nintendo Store,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Gore,Violent,Dark,Point & Click,controller support,Choices Matter,Visual Novel,Detective,achievements,Episodic,Comic Book,Superhero,Quick-Time Events,Choose Your Own Adventure,Noir,Hidden Object,Batman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,787304,218892,Telltale Games,Telltale Games,50000
Axiom Verge,2015-03-31,4,4,278,80,2024-06-17 05:57:57,283,Teen,'Action',Adventure,Indie,Platformer,0,0,0,0,0,0,0,5,Nintendo Switch,Xbox One,Wii U,PlayStation 4,PS Vita,PC,Linux,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,2D,Sci-fi,Horror,Difficult,Steam Leaderboards,Exploration,Pixel Graphics,Retro,Side Scroller,Cyberpunk,Metroidvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,737612,121299,Thomas Happ Games,Thomas Happ Games,170000
BioShock: The Collection,2016-09-13,4,5,212,83,2024-05-19 13:51:05,216,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,First-Person,online,collection,interactive,bundle,infinite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,121299,2K Games,"Blind Squirrel Digital, Inc",860000
BioShock: The Collection,2016-09-13,4,5,212,83,2024-05-19 13:51:05,216,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,Nintendo Store,PlayStation Store,Xbox Store,0,0,0,0,First-Person,online,collection,interactive,bundle,infinite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,552989,121299,2K Games,"Blind Squirrel Digital, Inc",480000
Valkyria Chronicles 4,2018-03-21,3,4,98,83,2024-08-18 12:18:10,98,Teen,'Action',RPG,Strategy,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,RPG,Story Rich,Third Person,Tactical,Anime,role-playing,War,Turn-Based,JRPG,Strategy RPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Sega,Sega,190000
Valkyria Chronicles 4,2018-03-21,3,4,98,83,2024-08-18 12:18:10,98,Teen,'Action',RPG,Strategy,0,0,0,0,0,0,0,0,4,Xbox One,Nintendo Switch,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,RPG,Story Rich,Third Person,Tactical,Anime,role-playing,War,Turn-Based,JRPG,Strategy RPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,552989,119954,Sega,Sega,40000
Gravity Rush Remastered,2016-02-02,4,4,316,80,2024-05-26 07:03:09,319,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment,Bluepoint Games,160000
Gravity Rush Remastered,2016-02-02,4,4,316,80,2024-05-26 07:03:09,319,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment Europe,Bluepoint Games,20000
Bridge Constructor Portal,2017-12-19,3,4,219,78,2023-12-19 12:22:24,222,Everyone 10+,'Strategy',Simulation,Puzzle,0,0,0,0,0,0,0,0,7,PlayStation 4,Xbox One,Nintendo Switch,Linux,PC,macOS,Android,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Nintendo Store,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,Singleplayer,Steam Achievements,2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,864773,218892,Nighthawk Interactive,ClockStoneSoftware,30000
Bridge Constructor Portal,2017-12-19,3,4,219,78,2023-12-19 12:22:24,222,Everyone 10+,'Strategy',Simulation,Puzzle,0,0,0,0,0,0,0,0,7,PlayStation 4,Xbox One,Nintendo Switch,Linux,PC,macOS,Android,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Nintendo Store,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,Singleplayer,Steam Achievements,2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,864773,218892,Nighthawk Interactive,ClockStone,20000
Cat Quest,2017-08-07,3,4,221,77,2024-08-23 02:01:59,224,Everyone 10+,'Action',Adventure,RPG,Indie,0,0,0,0,0,0,0,6,macOS,PC,iOS,Nintendo Switch,PlayStation 4,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,Nintendo Store,PlayStation Store,App Store,Google Play,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,RPG,Open World,role-playing,Hack and Slash,Cute,cats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,781666,214027,PQube,The Gentlebros,40000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,1200000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,890000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,870000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,770000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,70000
Mighty No. 9,2016-06-21,2,3,188,52,2024-05-23 14:02:56,191,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PS Vita,PlayStation 4,Wii U,Linux,macOS,PC,PlayStation 3,Xbox 360,Xbox One,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,Co-op,cooperative,2D,Sci-fi,Horror,Online Co-Op,Difficult,Comedy,Online multiplayer,Retro,Anime,Nudity,Side Scroller,Robots,Kickstarter,2.5D,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,739774,121870,Deep Silver,Comcept,110000
Mighty No. 9,2016-06-21,2,3,188,52,2024-05-23 14:02:56,191,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PS Vita,PlayStation 4,Wii U,Linux,macOS,PC,PlayStation 3,Xbox 360,Xbox One,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,Co-op,cooperative,2D,Sci-fi,Horror,Online Co-Op,Difficult,Comedy,Online multiplayer,Retro,Anime,Nudity,Side Scroller,Robots,Kickstarter,2.5D,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,739774,121870,Deep Silver,Comcept,50000
Mighty No. 9,2016-06-21,2,3,188,52,2024-05-23 14:02:56,191,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PS Vita,PlayStation 4,Wii U,Linux,macOS,PC,PlayStation 3,Xbox 360,Xbox One,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,Co-op,cooperative,2D,Sci-fi,Horror,Online Co-Op,Difficult,Comedy,Online multiplayer,Retro,Anime,Nudity,Side Scroller,Robots,Kickstarter,2.5D,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,739774,121870,Eidos Interactive Ltd,Comcept,50000
Toki Tori 2+,2013-04-04,3,3,58,73,2024-02-13 06:38:09,58,Everyone 10+,'Adventure',Casual,Indie,Puzzle,0,0,0,0,0,0,0,3,PlayStation 4,Nintendo Switch,PC,macOS,Linux,Wii U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Open World,2D,Funny,Difficult,Controller,Steam Workshop,Includes level editor,Family Friendly,Cute,Metroidvania,Puzzle-Platformer,puzzles,Level Editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,730527,115089,Soedesco,Two Tribes,0
Tumblestone,2016-07-12,2,1,62,91,2023-07-29 14:54:40,63,Everyone,'Action',Strategy,Casual,Indie,Puzzle,0,0,0,0,0,0,5,Xbox One,Wii U,Nintendo Switch,PlayStation 4,iOS,Linux,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,cooperative,2D,Steam Leaderboards,Online multiplayer,Split Screen,Local Multiplayer,stats,Cross-Platform Multiplayer,puzzles,party,Match 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,813516,195513,Nighthawk Interactive,The Quantum Astrophysicists Guild,30000
Tumblestone,2016-07-12,2,1,62,91,2023-07-29 14:54:40,63,Everyone,'Action',Strategy,Casual,Indie,Puzzle,0,0,0,0,0,0,5,Xbox One,Wii U,Nintendo Switch,PlayStation 4,iOS,Linux,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,cooperative,2D,Steam Leaderboards,Online multiplayer,Split Screen,Local Multiplayer,stats,Cross-Platform Multiplayer,puzzles,party,Match 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,813516,195513,Nighthawk Interactive,The Quantum Astrophysicists Guild,20000
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,580000
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,470000
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,320000
République,2013-12-19,3,4,63,72,2024-08-16 13:56:36,63,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,macOS,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,Atmospheric,Sci-fi,Steam Leaderboards,Female Protagonist,Stealth,Point & Click,Captions available,Cyberpunk,Dystopian,Commentary available,Kickstarter,Episodic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,639604,104364,GungHo Online Entertainment,Camouflaj,20000
